sample	Acidaminococcaceae	Acidilobaceae	Actinomycetaceae	Aerococcaceae	Alcaligenaceae	Bacillaceae 1	Bacillaceae 2	Bacillales_Incertae Sedis XI	Bacteroidaceae	Bacteroidales_incertae_sedis	Bifidobacteriaceae	Bradyrhizobiaceae	Brucellaceae	Burkholderiaceae	Caldilineaceae	Caldisphaeraceae	Campylobacteraceae	Carnobacteriaceae	Caulobacteraceae	Chitinophagaceae	Chloroplast	Clostridiaceae 1	Clostridiaceae 2	Clostridiaceae 3	Clostridiaceae 4	Clostridiales_Incertae Sedis XI	Clostridiales_Incertae Sedis XII	Clostridiales_Incertae Sedis XIII	Coriobacteriaceae	Corynebacteriaceae	Cyclobacteriaceae	Cytophagaceae	Defluviitaleaceae	Dermabacteraceae	Desulfohalobiaceae	Desulfovibrionaceae	Desulfurococcaceae	Dietziaceae	Enterobacteriaceae	Enterococcaceae	Erysipelotrichaceae	Eubacteriaceae	Flammeovirgaceae	Flavobacteriaceae	Fusobacteriaceae	Gracilibacteraceae	Halanaerobiaceae	Hydrogenophilaceae	Incertae Sedis XI	Kineosporiaceae	Labilitrichaceae	Lachnospiraceae	Lactobacillaceae	Leptotrichiaceae	Leuconostocaceae	Marinilabiliaceae	Methanobacteriaceae	Microbacteriaceae	Micrococcaceae	Moraxellaceae	Mycobacteriaceae	Mycoplasmataceae	Neisseriaceae	Nocardiaceae	Nocardiopsaceae	Oxalobacteraceae	Pasteurellaceae	Peptococcaceae 1	Peptococcaceae 2	Peptostreptococcaceae	Planctomycetaceae	Planococcaceae	Porphyromonadaceae	Prevotellaceae	Prolixibacteraceae	Propionibacteriaceae	Pseudomonadaceae	Puniceicoccaceae	Pyrodictiaceae	Rhodobacteraceae	Rhodospirillaceae	Rikenellaceae	Ruminococcaceae	Sphingobacteriaceae	Sporolactobacillaceae	Staphylococcaceae	Streptococcaceae	Sulfolobaceae	Sutterellaceae	Synergistaceae	Syntrophobacteraceae	Syntrophomonadaceae	Thermaceae	Thermoproteaceae	Veillonellaceae	Verrucomicrobiaceae	Xanthomonadaceae
r1_1	1399	0	90	3	0	0	0	12	17245	0	3461	0	0	0	0	0	0	77	0	6	9	455	0	0	0	0	0	3	3737	0	0	0	0	0	0	0	0	0	15	12	6413	8	0	0	1	0	0	0	0	0	0	38738	203	0	963	0	0	0	89	0	0	0	0	0	0	0	0	0	0	1	0	0	2974	0	0	0	0	0	0	0	0	169	23150	0	0	1	25583	0	23	0	0	0	0	0	6534	3	0
r1_10	217	0	17	6	0	0	0	0	7314	0	2412	0	0	0	0	0	0	2	0	1	1	11	0	0	0	1	0	10	643	0	0	0	0	0	0	0	0	0	2	2	1891	15	0	0	0	0	0	0	0	0	0	11571	4	0	28	0	0	0	2	0	0	0	0	0	0	0	0	0	0	26	0	0	942	0	0	0	0	0	0	0	0	109	7533	0	0	0	148	0	51	0	0	0	0	0	2341	1	0
r1_11	847	0	141	17	0	0	0	11	7040	0	6223	1	0	0	0	0	0	16	0	22	1	45	7	0	0	13	0	27	7740	0	0	0	0	0	0	0	0	0	25	0	5734	99	0	0	0	0	0	0	0	0	0	28029	7	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	253	0	0	1460	0	0	0	0	0	3	0	0	191	12401	0	0	0	1426	0	23	0	0	0	0	0	1606	6	0
r1_12	560	0	85	9	0	0	0	1	16114	0	2881	0	0	0	0	0	0	0	0	8	2	238	2	0	0	0	0	14	1083	0	0	0	0	0	0	0	0	0	8	0	2885	11	0	0	0	0	0	0	0	0	0	21522	6	0	0	0	0	0	19	0	0	0	0	0	0	0	16	0	0	127	0	0	2246	0	0	0	0	0	0	0	12	319	12310	0	0	0	769	0	211	0	0	0	0	0	5908	3	0
r1_13	1039	0	143	8	0	0	0	6	23077	0	1700	1	0	0	0	0	0	51	0	7	20	42	0	0	0	2	0	24	1309	0	0	0	0	0	0	1	0	0	93	31	3839	17	0	0	0	0	0	0	0	0	0	30569	70	0	162	0	0	1	38	0	0	0	0	0	0	0	36	0	0	95	0	0	2991	0	1	0	2	0	0	0	35	201	11539	0	0	0	2170	0	94	0	0	0	0	0	5320	3	0
r1_14	521	0	92	10	0	0	0	10	6279	0	2074	2	0	0	0	0	0	27	0	5	1	70	2	0	0	3	0	9	923	0	0	0	0	0	0	0	0	0	17	9	2055	21	0	0	2	0	0	0	0	0	0	26180	0	0	180	0	0	0	19	0	0	0	0	0	0	0	4	1	0	159	0	0	830	0	0	0	0	0	0	0	6	102	14860	0	0	0	7895	0	12	0	0	0	0	0	2652	6	0
r1_15	537	0	31	15	0	0	0	1	14362	0	3266	0	0	0	0	0	0	5	0	7	2	19	1	0	0	0	0	16	992	0	0	0	0	0	0	0	0	0	4	0	2506	21	0	0	1	0	0	0	0	0	0	25883	0	0	9	0	0	0	5	0	0	0	0	0	0	0	1	1	0	76	0	0	1980	0	0	0	0	0	1	0	342	512	14763	0	0	0	1195	0	237	0	0	0	0	0	5787	3	0
r1_16	498	0	30	13	0	0	0	2	9086	0	3373	4	0	0	0	0	0	0	0	10	0	21	0	0	0	2	0	9	1052	0	0	0	0	0	0	0	0	0	0	0	1734	41	0	0	0	0	0	0	0	0	0	18285	2	0	4	0	0	0	4	0	0	0	0	0	0	0	1	0	0	48	0	0	1978	0	0	0	0	0	0	0	471	931	16772	0	0	0	3192	0	155	0	0	0	0	0	3630	3	0
r1_17	759	0	68	17	0	0	0	2	8367	0	3065	2	0	0	0	0	0	2	0	17	0	81	7	0	0	1	0	26	1433	0	0	0	0	0	0	0	0	0	14	1	2459	43	0	0	0	0	0	0	0	0	0	25245	233	0	180	0	0	0	1	0	0	0	0	0	0	0	17	0	0	214	1	0	1326	1	0	0	0	0	1	0	227	833	19491	0	0	0	5410	0	103	0	0	0	0	0	2884	2	0
r1_18	303	0	36	12	0	0	0	1	5280	0	3886	0	0	0	0	0	0	8	0	12	0	19	3	0	0	1	0	34	1445	0	0	0	0	0	0	0	0	0	11	1	4203	52	0	0	0	0	0	0	0	0	0	22370	231	0	2	0	0	0	11	0	0	0	0	0	0	0	2	0	0	145	0	0	976	0	0	0	0	0	0	0	37	541	10388	0	0	0	7661	0	36	0	0	0	0	0	2505	5	0
r1_19	448	0	31	7	0	0	0	3	7544	0	2668	0	0	0	0	0	0	3	0	9	0	15	3	0	0	3	0	18	1667	0	0	0	0	0	0	1	0	0	0	1	3101	44	0	0	0	0	0	0	0	0	0	22047	134	0	3	0	0	0	4	0	0	0	0	0	0	0	2	0	0	266	0	0	1407	0	0	0	0	0	1	0	133	455	11394	0	0	0	5049	0	97	0	0	0	0	0	4330	2	0
r1_2	779	0	90	12	0	0	0	1	9144	0	5151	0	0	0	0	0	0	45	0	13	10	37	0	0	0	0	0	45	3187	0	0	0	0	0	0	0	0	0	176	2	10010	56	0	0	0	0	0	0	0	0	0	34099	197	0	208	0	0	0	26	0	0	0	0	0	0	0	0	0	0	10	0	0	2019	0	0	0	0	0	1	0	1	963	24344	0	0	0	8312	0	33	0	0	0	0	0	2842	6	0
r1_20	1059	0	161	19	0	0	0	22	20126	0	9666	1	0	0	0	0	0	48	0	15	0	31	1	0	0	0	0	43	2917	0	0	0	0	0	0	0	0	0	356	8	6520	52	0	0	2	0	0	0	0	0	0	46479	31	0	69	0	0	0	48	0	0	0	0	0	0	0	91	0	0	218	0	0	2067	0	0	0	0	0	0	0	54	230	26620	0	0	0	6944	0	63	0	0	0	0	0	2210	5	0
r1_21	1092	0	103	18	0	0	0	7	12301	0	16007	1	0	0	0	0	0	10	0	19	1	30	0	0	0	2	0	38	3481	0	0	0	0	0	0	1	0	0	19	0	4382	80	0	0	0	0	0	0	0	0	0	33455	1	0	58	0	0	0	16	0	0	0	0	0	0	0	21	0	0	31	0	0	2471	0	0	0	0	0	1	0	108	393	30334	0	0	0	5530	0	174	0	0	0	0	0	3886	9	0
r1_22	1111	0	83	28	0	0	0	7	14811	0	7746	2	0	0	0	0	0	10	0	21	1	25	0	0	0	18	0	32	3337	1	0	0	0	0	0	0	0	0	57	2	5282	102	0	0	0	0	0	0	0	0	0	26952	156	0	38	0	0	0	4	0	0	0	0	0	0	0	0	0	0	73	0	0	2885	0	0	0	0	0	0	0	75	1252	22510	0	0	0	7027	0	150	0	0	0	1	0	9093	3	0
r1_23	1417	0	91	19	0	0	0	9	18695	0	5451	1	0	0	0	0	0	5	0	15	0	37	0	0	0	4	0	30	2578	0	0	0	0	0	0	0	0	0	9	2	7241	77	0	0	0	0	0	0	0	0	0	41781	19	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	59	0	0	2991	0	0	0	0	0	1	0	191	231	12397	0	0	1	1356	0	245	0	0	0	0	0	11997	3	0
r1_24	708	0	24	17	0	0	0	2	19129	0	5029	1	0	0	0	0	0	2	0	9	1	16	0	0	0	7	0	14	2133	0	0	0	0	0	0	0	0	0	2	0	2854	52	0	0	1	0	0	0	0	0	0	23035	25	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	3887	0	0	0	0	0	0	0	406	259	14681	0	0	0	2622	0	209	0	0	0	0	0	14727	5	0
r1_25	669	0	41	6	0	1	0	1	10640	0	2971	0	0	0	0	0	0	6	0	12	0	16	0	0	0	1	0	8	1451	0	0	0	0	0	0	0	0	0	3	0	2162	31	0	0	0	0	0	0	0	0	0	18616	1	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	8	0	0	2773	0	0	0	0	0	0	0	725	65	8183	0	0	0	2949	0	150	0	0	0	0	0	6765	2	0
r1_26	597	0	27	2	0	0	0	1	9089	0	3524	3	0	0	0	0	0	6	0	8	0	10	0	0	0	0	0	5	934	0	0	0	0	0	0	1	0	0	30	0	2368	7	0	0	0	0	0	0	0	0	0	21178	9	0	80	0	0	0	1	0	0	0	0	0	0	0	44	0	0	6	0	0	1481	0	0	0	0	0	0	0	786	45	10422	0	0	0	853	0	179	0	0	0	0	0	4934	4	0
r1_27	400	0	38	19	0	0	0	0	8296	0	4538	1	0	0	0	0	0	2	0	16	1	32	0	0	0	0	0	4	1851	0	0	0	0	0	0	0	0	0	346	1	1575	19	0	0	0	0	0	0	0	0	0	16861	10	0	17	0	0	0	1	0	0	0	0	0	0	0	2	0	0	43	0	0	1685	0	0	0	0	0	1	0	299	122	11801	0	0	0	362	0	219	0	0	0	0	0	2401	6	0
r1_28	277	0	15	19	0	0	0	0	7779	0	3907	0	0	0	0	0	0	0	0	7	0	20	0	0	0	2	0	12	1076	0	0	0	0	0	0	0	0	0	0	0	2241	16	0	0	0	0	0	0	0	0	0	16405	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	1589	0	0	0	0	0	0	0	31	46	7969	0	0	0	307	0	61	0	0	0	0	0	3447	2	0
r1_29	236	0	23	152	0	0	0	1	3686	0	4490	32	0	0	0	0	0	6	0	141	0	65	0	0	0	3	0	20	1897	0	0	0	0	0	0	3	0	0	12	0	2202	28	0	1	0	0	0	0	0	0	0	18390	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	1	0	45	0	0	1031	0	0	0	1	0	5	0	2	428	12734	0	0	0	225	0	47	0	0	0	0	0	1324	47	0
r1_3	1321	0	19	13	0	0	0	0	16503	0	2989	4	0	0	0	0	0	14	0	11	5	12	3	0	0	0	0	23	1740	0	0	0	0	0	0	0	0	0	6	3	6246	100	0	0	0	0	0	0	0	0	0	28775	8	0	5	0	0	0	10	0	0	0	0	0	0	0	0	0	0	63	0	1	2395	0	0	0	0	0	0	0	0	1267	23794	0	0	0	1233	0	195	0	0	0	0	0	4840	6	0
r1_30	358	0	47	10	0	0	0	2	4911	0	4931	1	0	0	0	0	0	3	0	6	6	20	0	0	0	1	0	33	2028	0	0	0	0	0	0	0	0	0	4	2	2987	41	0	0	0	0	0	0	0	0	0	17600	9	0	0	0	0	0	20	0	0	0	0	0	0	0	2	0	0	12	0	0	970	0	0	0	0	0	1	0	5	132	25653	0	0	0	592	0	3	0	0	0	0	0	89	4	0
r1_31	498	0	28	13	0	0	0	2	12673	0	6903	0	0	0	0	0	0	1	0	12	1	12	0	0	0	6	0	14	2512	0	0	0	0	0	0	0	0	0	1	0	3202	41	0	0	0	0	0	0	0	0	0	26150	80	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	17	0	0	3693	0	0	0	0	0	1	0	41	253	15034	0	0	0	1025	0	104	0	0	0	0	0	2103	3	0
r1_32	593	0	23	9	0	0	0	3	3848	0	4142	0	0	0	0	0	0	6	0	15	0	14	0	0	0	0	0	23	2288	0	0	0	0	0	0	0	0	0	0	2	3104	40	0	1	0	0	0	0	0	0	0	25167	67	0	4	0	0	0	4	0	0	0	0	0	0	0	1	0	0	11	0	0	2042	0	0	0	0	0	1	0	13	765	17763	0	0	0	1899	0	65	0	0	0	0	0	4397	7	0
r1_33	1109	0	58	18	0	0	0	0	6872	0	3244	3	0	0	0	0	0	8	0	13	1	21	0	0	2	2	0	57	4242	0	0	0	1	0	0	0	0	0	1	0	5671	80	0	0	0	0	0	0	0	0	0	31262	2	0	0	0	0	0	10	0	0	0	0	0	0	45	0	1	0	17	0	0	2114	0	0	0	0	0	1	0	75	914	24643	0	0	0	3100	0	73	0	0	0	0	0	4663	7	0
r1_34	1820	0	45	54	0	0	0	1	8775	0	3654	4	0	0	0	0	0	5	0	48	8	17	0	0	3	16	0	47	6237	0	0	0	0	0	0	1	0	0	16	0	9510	79	0	0	3	0	0	0	0	0	0	35751	1	0	0	0	0	0	14	0	0	0	0	0	0	29	0	0	0	54	0	0	2695	0	0	1	0	0	2	0	221	741	35204	0	0	0	5651	0	81	0	0	0	0	0	10398	15	0
r1_35	893	0	31	57	0	0	0	1	10454	0	3912	1	0	0	0	0	0	2	0	77	1	33	0	0	0	0	0	25	3214	0	0	0	0	0	0	0	0	0	6	1	7545	32	0	0	0	0	0	0	0	0	0	42461	36	0	3	0	0	0	13	0	1	0	0	0	0	33	10	0	0	24	0	0	3187	0	0	1	1	0	3	0	1093	1008	34754	0	0	0	3229	0	286	0	0	0	0	0	9960	19	0
r1_36	1451	0	24	35	0	0	0	0	13276	0	7021	0	0	0	0	0	0	4	0	34	2	18	0	0	0	0	0	25	2386	0	0	0	0	0	0	1	0	0	4	0	5761	59	0	0	0	0	0	0	0	0	0	50179	86	0	121	0	0	1	17	0	0	0	0	0	0	8	0	0	0	36	0	1	5739	0	2	0	2	0	0	0	1001	2538	38779	0	0	0	1383	0	497	0	0	0	0	0	8178	14	0
r1_37	22	0	0	166	0	0	0	0	95	0	126	14	0	0	0	0	0	0	0	141	0	3	0	0	0	1	0	0	55	0	0	0	0	0	0	4	0	0	10	0	143	2	0	2	0	0	0	0	0	0	0	752	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	71	0	0	0	0	0	0	0	1	25	743	0	0	0	26	0	4	0	0	0	0	0	64	55	0
r1_38	882	0	24	6	0	0	0	3	1740	0	6091	0	0	0	0	0	0	5	0	8	1	10	0	0	0	0	0	22	4503	0	0	0	0	0	0	0	0	0	1	0	3647	82	0	0	0	0	0	0	0	0	0	26921	3	0	5	0	0	0	7	0	0	0	0	0	0	0	0	0	0	44	0	0	1408	0	0	0	0	0	0	0	8	753	15418	0	0	1	721	0	6	0	0	0	0	0	10131	5	0
r1_39	876	0	19	5	0	0	0	2	3524	0	8296	1	0	1	0	0	0	6	0	19	1	11	0	0	1	2	0	20	4160	0	0	0	0	0	0	0	0	0	0	0	3448	48	0	0	0	0	0	0	0	0	0	27589	70	0	33	0	0	0	13	0	0	0	0	0	0	0	0	0	0	10	0	0	1674	1	0	0	0	0	0	0	5	623	19151	0	0	0	2474	0	16	0	0	0	0	0	5116	2	0
r1_4	951	0	45	9	9	0	0	0	16140	0	3099	0	5	0	0	0	0	42	0	12	1	139	0	0	0	1	0	11	1384	0	0	0	0	0	0	1	0	0	14808	352	2036	54	0	0	0	0	0	0	0	0	0	20248	9	0	7	0	0	0	30	33	0	0	0	0	0	1	1	0	0	45	0	5	3241	0	0	0	0	0	0	0	0	297	10882	0	0	0	6143	0	61	0	0	0	0	0	4456	4	0
r1_40	536	0	13	9	0	1	0	1	3351	0	6333	0	0	0	0	0	0	0	0	13	1	7	0	0	1	2	0	17	3921	0	0	0	0	0	0	0	0	0	9	0	3435	37	0	0	0	0	0	0	0	0	0	18402	1	0	4	0	0	0	3	0	0	0	0	0	0	9	0	0	0	7	0	0	1342	0	0	0	0	0	0	0	6	288	18498	0	0	0	1045	0	46	0	0	0	0	0	4679	5	0
r1_41	717	0	13	6	0	0	0	2	7843	0	2888	0	0	0	0	0	0	3	0	8	0	14	0	0	1	0	0	11	2783	0	0	0	0	0	0	1	0	0	2	0	2380	37	0	0	0	0	0	0	0	0	0	15689	14	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	1859	0	0	0	0	0	0	0	20	836	11673	0	0	0	2472	0	27	0	0	0	0	0	7337	2	0
r1_42	2499	0	54	15	0	0	0	2	17296	0	8312	0	0	0	0	0	0	3	0	17	8	39	0	0	1	2	0	36	6348	1	0	0	0	0	0	0	0	0	8	0	14720	105	0	0	0	0	0	0	0	0	0	48705	36	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	21	1	0	6877	0	0	0	0	0	0	1	55	2015	35043	0	0	0	2303	0	58	0	0	0	0	0	4171	6	0
r1_43	182	0	49	16	0	0	0	3	763	0	7920	0	0	0	0	0	0	4	0	12	1	9	0	0	1	2	0	4	3047	0	0	0	0	0	0	0	0	0	1	1	5865	27	0	0	0	0	0	0	0	0	0	19569	35	0	9	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	408	0	0	0	0	0	0	0	1	70	9031	0	0	0	2066	0	4	0	0	0	0	0	935	5	0
r1_44	246	0	9	112	0	0	0	0	1035	0	6597	4	0	0	0	0	0	0	0	121	0	13	0	0	0	0	0	6	1868	1	0	0	0	0	0	7	0	0	4	0	1607	18	0	1	0	0	1	0	0	0	0	17355	13	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	18	0	0	397	0	0	0	0	0	5	0	0	183	7995	0	0	0	807	0	7	0	0	0	0	0	1005	51	0
r1_45	9	0	0	95	0	0	0	0	57	0	65	11	0	0	0	0	0	0	0	106	0	2	0	0	0	0	0	0	39	1	0	0	0	0	0	2	0	0	5	0	85	0	0	1	0	0	0	0	0	0	0	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	45	0	0	0	0	0	2	0	0	12	414	0	0	0	15	0	2	0	0	0	0	0	35	27	0
r1_46	278	0	13	142	0	0	0	0	303	0	3671	7	0	0	0	0	0	2	0	98	1	9	0	0	2	0	0	5	2562	0	0	0	0	0	0	3	0	0	11	0	1777	36	0	0	0	0	0	0	0	0	0	12311	1	0	33	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	161	0	0	0	0	0	1	0	1	150	7140	0	0	0	1401	0	3	0	0	0	0	0	492	38	0
r1_47	1025	0	16	14	0	0	0	1	11996	0	6626	0	0	0	0	0	0	1	0	20	3	28	0	0	1	3	0	33	4893	0	0	0	0	0	0	0	0	0	0	0	5617	35	0	0	0	0	0	0	0	0	0	38043	7	0	117	0	0	0	16	0	0	0	0	0	0	0	10	0	0	1	0	1	3065	0	0	0	0	0	1	0	415	1215	24828	0	0	2	1602	0	83	0	0	0	0	0	4174	3	0
r1_48	1040	0	21	28	0	0	0	0	8396	0	7937	0	0	0	0	0	1	3	0	22	1	31	0	0	1	4	0	24	3658	0	0	0	0	0	0	0	0	0	3	1	3599	45	0	0	0	0	0	0	0	0	0	37379	2	0	8	0	0	0	22	0	0	0	0	0	0	0	38	0	0	6	0	0	2942	0	0	0	0	0	0	0	317	1487	31054	0	0	0	8771	0	59	0	0	0	0	0	7250	10	0
r1_49	1008	0	42	13	0	1	0	0	2819	0	9185	0	0	0	0	0	0	4	0	18	0	26	0	0	1	2	0	48	8802	0	0	0	0	0	0	0	0	0	11	1	15129	88	0	1	0	0	0	0	0	0	0	50018	6	0	6	0	0	0	16	0	0	0	0	0	0	0	0	0	0	12	0	0	1733	0	0	0	0	0	0	0	31	661	36987	0	0	0	5886	0	24	0	0	0	0	0	7385	2	0
r1_5	578	0	34	13	0	0	0	0	12697	0	1926	1	0	0	0	0	0	7	0	4	0	25	3	0	0	0	0	13	776	0	0	0	0	0	0	0	0	0	634	6	2557	20	0	0	0	0	0	0	0	0	0	17013	132	0	481	0	0	0	14	0	0	0	0	0	0	1	1	0	0	60	0	0	2204	0	0	0	14	0	0	0	0	276	8764	0	0	0	6492	0	273	0	0	0	0	0	3465	3	0
r1_50	1003	0	39	5	0	2	0	3	10220	0	3518	1	0	0	0	0	0	2	0	9	0	22	0	0	3	3	0	29	3953	0	0	0	0	0	0	0	0	0	1	1	5641	24	0	0	0	0	0	0	0	0	0	27766	1	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	15	0	0	1963	0	0	0	0	0	0	0	16	1076	20844	0	0	0	2582	0	40	0	0	0	0	0	2368	2	0
r1_51	1806	0	4	34	0	0	0	0	7840	1	6681	3	0	0	0	0	0	2	0	37	0	37	0	0	1	1	0	59	6877	0	0	0	0	0	0	0	0	0	6	0	6734	54	0	0	1	0	0	0	0	0	0	36194	11	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	20	0	0	1916	0	0	0	0	0	1	0	58	1478	35219	0	0	0	814	0	16	0	0	0	0	0	9670	7	0
r1_52	5	0	0	49	0	0	0	0	38	0	49	0	0	0	0	0	0	0	0	40	0	1	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	1	0	48	0	0	0	0	0	0	0	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	19	270	0	0	0	14	0	2	0	0	0	0	0	25	19	0
r1_53	326	0	11	10	0	0	0	0	7310	0	4436	1	0	0	0	0	0	6	0	11	3	22	1	0	0	2	0	22	1606	0	0	0	0	0	0	0	0	0	2	0	2318	6	0	0	0	0	0	0	0	0	0	19389	108	0	5	0	0	0	3	0	0	0	0	0	0	0	7	0	0	15	0	0	1230	0	0	0	0	0	0	0	11	111	13357	0	0	0	3455	0	63	0	0	0	0	0	926	3	0
r1_54	685	0	37	16	0	0	0	7	9668	0	6137	2	0	0	0	0	0	13	0	12	1	39	0	0	1	1	0	41	3368	0	0	0	0	0	0	1	0	0	9	0	3928	44	0	0	0	0	0	0	0	0	0	20750	56	0	7	0	0	0	10	0	0	0	0	0	0	0	1	0	0	53	0	0	2523	1	0	0	0	0	0	0	25	1138	18671	0	0	0	2377	0	70	0	0	0	0	0	1101	4	0
r1_55	870	0	29	30	0	0	0	1	12619	0	5655	12	0	0	0	0	0	2	0	36	9	20	0	0	1	0	0	21	2887	0	0	0	0	0	0	0	0	0	10	2	4992	38	0	0	1	0	0	0	0	0	0	29529	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	41	0	0	2571	1	0	0	0	0	0	0	102	1195	18259	0	0	0	4097	0	154	0	0	0	0	0	3346	11	0
r1_56	9	0	32	34	0	0	0	1	60	0	7341	3	0	0	0	0	0	6	0	43	0	22	0	0	3	3	0	18	15229	1	0	0	0	0	0	1	0	0	3	0	12230	107	0	0	0	0	0	0	0	0	0	34235	419	0	0	0	0	1	4	0	0	0	0	0	0	0	0	1	0	4	0	0	29	0	0	0	0	0	0	0	4	10	18417	0	0	0	1124	0	2	0	0	0	0	0	380	14	0
r1_57	574	0	10	8	0	0	0	1	9925	0	3406	0	0	0	0	0	0	1	0	8	3	4	0	0	0	0	0	13	1551	0	0	0	0	0	0	0	0	0	3	0	2865	37	0	0	0	0	0	0	0	0	0	25025	9	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	3	0	1	2512	0	0	0	0	0	1	0	147	703	9381	0	0	0	619	0	223	0	0	0	0	0	3901	0	0
r1_58	30	0	0	115	0	0	0	0	120	0	126	31	0	0	0	0	0	1	0	133	0	2	0	0	0	0	0	1	42	0	0	0	0	0	0	1	0	0	8	0	122	0	0	1	0	0	0	0	0	0	0	768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	0	61	0	0	1	0	0	0	0	0	19	628	0	0	0	17	0	6	0	0	0	0	0	64	53	0
r1_59	246	0	9	7	0	0	0	0	4541	0	6049	1	0	0	0	0	0	0	0	3	0	11	0	0	1	0	0	26	2490	0	0	0	0	0	0	0	0	0	7	1	2064	37	0	0	1	0	0	0	0	0	0	16297	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1302	0	0	0	0	0	0	0	6	731	10776	0	0	0	716	0	56	0	0	0	0	0	3438	2	0
r1_6	769	0	25	8	0	0	0	0	13800	0	1622	0	0	0	0	0	0	4	0	11	0	295	0	0	0	1	0	11	869	0	0	0	0	0	0	0	0	0	3	0	3530	21	0	0	0	0	0	0	0	0	0	17630	11	0	14	0	0	0	4	0	0	0	0	0	0	12	0	0	0	183	0	0	2061	0	0	0	0	0	0	1	0	596	15867	0	0	0	240	0	266	0	0	0	0	0	2697	3	0
r1_60	1858	0	34	31	0	0	0	1	9627	0	16073	1	0	0	0	0	0	5	0	38	2	129	1	0	12	10	0	88	18445	0	0	0	1	0	0	2	0	0	50	1	12085	370	0	0	0	0	0	0	0	0	0	57531	2	0	5	0	0	1	24	0	0	0	0	0	0	0	0	0	0	110	0	0	3296	0	0	0	0	0	1	0	10	2261	59229	0	0	1	3313	0	51	0	0	0	0	0	5202	14	0
r1_61	1472	0	4	20	0	0	0	0	22566	0	1994	1	0	0	0	0	0	3	0	17	8	22	0	0	0	0	0	35	2586	0	0	0	0	0	0	0	0	0	36	1	4124	68	0	0	0	0	0	0	0	0	0	38612	13	0	0	0	0	0	13	0	0	0	0	0	0	0	6	1	0	41	0	0	5320	0	0	0	0	0	0	0	107	1612	26204	0	0	0	4393	0	244	0	0	0	0	0	1666	6	0
r1_63	1933	0	34	30	0	0	0	1	15057	0	5093	2	0	0	0	0	0	5	0	16	1	37	0	0	0	2	0	20	4457	0	0	0	0	0	0	0	0	0	17	3	3642	53	0	0	0	0	0	0	0	0	0	36923	0	0	2	0	0	0	35	0	0	0	0	0	0	0	0	0	0	37	0	0	4239	0	0	0	0	0	1	0	36	1578	24816	0	0	0	4087	0	219	0	0	0	0	0	2559	10	0
r1_64	558	0	37	12	0	0	0	4	3595	0	11258	2	0	0	0	0	0	8	0	11	7	51	1	0	5	3	0	82	11553	1	0	0	0	0	0	0	0	0	52	3	8163	277	0	0	0	0	0	0	0	0	0	41384	9	0	11	0	0	0	12	0	0	0	0	0	0	0	0	0	0	38	0	0	988	0	0	0	0	0	0	0	3	1310	21121	0	0	0	5370	0	14	0	0	0	0	0	227	14	0
r1_65	939	0	18	80	0	0	0	3	6957	0	8786	1	0	0	0	0	0	4	0	50	3	47	0	0	1	0	0	43	3862	0	0	0	0	0	0	1	0	0	3	0	3288	75	0	0	0	0	0	0	0	0	0	31340	22	0	2	0	0	0	10	0	0	0	0	0	0	1	0	0	0	31	0	0	1366	0	0	1	0	0	0	0	33	763	14992	0	0	0	1850	0	94	0	0	0	0	0	1935	25	0
r1_66	742	0	15	13	0	0	0	0	16759	0	2852	0	0	0	0	0	0	3	0	11	0	17	0	0	1	1	0	33	1665	0	0	0	1	0	0	1	0	0	0	0	2749	35	0	0	0	0	0	0	0	0	0	28752	4	0	38	0	0	0	10	0	0	0	0	0	0	0	0	0	0	18	0	0	2765	0	0	0	0	0	1	0	207	796	15541	0	0	0	527	0	203	0	0	0	0	0	2535	2	0
